hit_count,greek,english
16997,σχέδια,designs
16996,χτες,yesterday
16993,μπω,Enter
16992,άκουσε,heard
16960,ήρθαν,they came
16933,κάθισε,have a seat
16915,ξαναδεί,seen again
16912,αρχηγός,chief
16890,βγάλε,out
16858,εσυ,you
16844,αφήνεις,you leave
16818,γλυκό,dessert
16807,αχ,Ah
16780,κάλεσε,call
16776,ανησυχώ,I worry
16771,χρειάζονται,need
16757,μέρη,parts
16743,παπούτσια,shoes
16704,μισή,half
16671,λαιμό,throat
16661,τυχερός,lucky
16623,συζητήσουμε,we discuss
16616,σκύλα,bitch
16599,μίλα,speak
16592,ζήτησα,I asked for
16582,χαρτιά,papers
16577,πάρουν,they take
16562,φέρεις,you bring
16549,αδελφός,brother
16543,βάλουμε,we put
16504,βρέθηκε,Found
16474,πέρασα,I passed
16463,κάμερα,camera
16453,βγαίνει,comes out
16442,βδομάδες,weeks
16431,χειρότερα,worse
16425,d,d
16421,όποτε,whenever
16356,βγούμε,We go out
16353,σκληρά,hard
16325,θάνατος,death
16320,βιβλία,books
16290,φτιάξω,make
16288,αριθμό,number
16283,κτίριο,building
16279,φτάσει,reached
16279,εποχή,time
16277,αρχηγέ,leader
16275,ετών,years
16184,χει,lip
16163,συγχρονισμός,synchronization
16148,γλώσσα,language
16146,τράπεζα,bank
16128,άφησα,I left
16127,τού,of
16115,σφαίρα,sphere
16110,υπηρεσία,service
16093,πιθανόν,possibly
16058,άλογο,horse
15992,φεύγει,he leaves
15987,πήγαν,they went
15955,φας,eating
15951,πάρτυ,party
15942,γυρίσεις,turns
15918,στρατό,military
15914,βοήθησε,help
15912,πραγματικό,real
15911,διεύθυνση,address
15880,προσωπικά,personally
15878,δόξα,glory
15870,πηγαίνεις,you go
15835,χάσω,lose
15834,a,a
15813,επιστρέψει,return
15806,τέρας,Beast
15805,αισθάνεσαι,feel
15802,πόνο,pain
15794,στείλω,send
15773,σαι,with
15730,μικρά,small
15715,κακός,bad
15713,εταιρία,company
15696,σταματήσουμε,we stop
15695,τηλεφώνησε,he called
15685,ευτυχώς,fortunately
15679,γιε,YE
15667,φάμε,ate
15660,βρήκαν,they found
15641,διάρκεια,duration
15631,μπλε,blue
15631,δουν,see
15630,μπύρα,beer
15615,βασίλισσα,queen
15598,δάσος,Forest
15594,κυβέρνηση,government
15586,πέσει,dropped
15583,απαντήσεις,replies
15576,βόμβα,bomb
15571,στάσου,stand
15557,μεγάλα,large
15555,συζήτηση,discussion
15541,βγάλεις,you take out
15526,αλλαγή,change
15513,χορό,dancing
15499,δικηγόρος,Lawyer
15488,πράκτορας,agent
15482,σoυ,so on
15481,θεραπεία,treatment
15474,βαθιά,deep
15473,φορτηγό,truck
15446,κοινό,public
15429,μέρους,part
15414,πρόεδρε,President
15413,κίνδυνο,risk
15389,σημάδι,mark
15387,βοήθειά,aid
15382,εύχομαι,I wish
15382,επικίνδυνο,dangerousness
15361,κομμάτια,Pieces
15334,πονάει,it hurts
15332,κόκκινο,Red
15328,άλλαξε,changed
15306,φεύγεις,you leave
15299,δείξε,show
15283,ζώα,animals
15274,ασφαλές,safe
15256,σύζυγός,husband
15228,πράκτορα,agent
15226,πόλεμος,war
15224,αδερφέ,brother
15197,ήρεμα,calmly
15185,σοβαρό,serious
15181,παρίσι,Paris
15177,φοβερό,awesome
15161,μαχαίρι,knife
15142,έγκυος,pregnant
15114,κλειδιά,keys
15110,καθένας,everyone
15098,διορθώσεις,corrections
15088,διάστημα,space
15088,διότι,because
15071,δεύτερο,secondly
15068,ειλικρινής,sincere
15056,τζέιμς,James
15055,πόσες,how many
15043,βεβαίως,of course
15039,γίνονται,they become
15034,γεμάτο,Filled
15018,δώστε,give
14986,νεκροί,dead
14959,εικόνα,image
14937,ολόκληρη,whole
14899,τελειώσαμε,We finished
14899,τζορτζ,George
14895,πιστεύετε,you believe
14890,κουζίνα,kitchen
14883,διαφορετικό,different
14873,προσπαθήσω,try
14838,πιάσει,caught
14824,αυτής,her
14808,περιμένουν,they are waiting
14794,δευτερόλεπτα,seconds
14761,προσφορά,special offer
14757,σωστή,correct
14748,κει,there
14731,δυνατό,possible
14723,εξ,out
14718,βγω,go out
14711,σερίφη,sheriff
14686,κόλπο,trick
14683,νεκρό,dead
14680,ζωντανή,alive
14657,πόλης,town
14655,ζευγάρι,pair of
14647,εκτιμώ,I appreciate
14643,ντάνι,Danny
14639,μπάλα,ball
14639,τζιμ,Jim
14622,έξυπνος,smart
14611,χαλάρωσε,chill out
14587,σύζυγος,husband
14565,βγάζει,it gets out
14562,άνδρα,man
14553,πολλή,Much
14547,μού,my
14538,έχασε,he lost
14532,διακοπές,holidays
14532,λύση,solution
14531,ενας,a
14521,γνωρίζει,knows
14520,μέλος,member
14516,θέλαμε,we wanted
14509,ψάχνεις,you search
14486,είδατε,you saw
14484,ονόματα,names
14483,βρίσκω,find
14483,ψάχνουμε,We are looking for
14477,season,season
14472,αίσθηση,sensation
14472,μύτη,nose
14461,βρουν,they find
14460,έγιναν,They became
14460,καλοί,good
14452,μαίρη,Mary
14450,δώσουμε,we give
14427,βήμα,step
14414,νησί,island
14406,αρχίζει,begins
14404,τoυ,in
14401,πίστη,faith
14383,κρατάει,holds
14382,επτά,seven
14373,λειτουργεί,operates
14358,θέλατε,Wanted
14357,τηλεφωνήσω,call
14355,μαύρο,black
14351,κρύο,cold
14343,κάν,even
14320,ζητώ,ask
14313,εκείνον,her
14299,έδαφος,terrain
14298,αίθουσα,room
14292,αστυνομικός,police officer
14291,βγάλουμε,we take out
14284,επί,on
14283,λονδίνο,London
14275,ξεκινήσουμε,start
14263,δικηγόρο,lawyer
14260,απόλυτα,absolutely
14255,δικέ,tick
14242,ίχνη,trace
14235,έφερες,you brought
14233,χένρι,heno
14226,μυστικά,secretly
14220,είπαμε,we said
14188,you,you
14174,περάσεις,pass
14161,ήρθαμε,We came
14152,λέξεις,words
14151,λογαριασμό,account
14139,αγαπάει,loves
14135,φάει,eats
14121,ημέρες,days
14116,κλαμπ,club
14077,εξαφανίστηκε,disappeared
14073,έδωσες,you gave
14060,τουαλέτα,toilet
14044,αρκεί,is enough
14026,ταιριάζει,match
14007,έπιασε,caught
14004,βάζεις,you put
13990,γίνουν,they become
13983,σκέψη,thought
13979,έγκλημα,crime
13957,episode,episode
13954,ελεύθερος,free
13953,λι,Lee
13952,άσχημο,ugly
13949,εξαρτάται,depends
13939,πελάτες,customers
13937,ταξί,cab
13924,κοιμηθώ,sleep
13919,ηλίθια,Stupid
13910,οπως,such as
13885,μπιλ,invoice
13880,πίεση,pressure
13879,στρατιώτες,troops
13870,έργο,work
13843,έφτασε,arrived
13841,ενέργεια,energy
13810,καλές,good
13793,τρίτη,Tuesday
13789,τρένο,train
13781,θέσεις,seats
13774,φεύγουμε,We leave
13755,μετάφραση,translation
13751,ολοι,all
13748,κιόλας,already
13743,κος,Mr.
13739,ρέι,Ray
13731,μιά,a
13725,γαμήσου,fuck
13708,άφησες,left
13707,συνεχίσουμε,continue
13691,τεστ,test
13670,συμφωνώ,agree
13655,καλέσω,call
13638,γαμημένο,fucking
13638,μπορούσαν,they could
13636,ανθρώπων,people
13630,ξεκίνησε,started
13621,ρωτάς,you ask
13618,φροντίσω,take care
13615,κατι,something
13600,παππού,grandfather
13598,παιχνίδια,games
13593,μαλάκα,cuff
13588,μαρκ,Mark
13577,βγάλει,take off
13560,κοίταξε,looked
13549,προσπάθεια,effort
13542,κρατήσεις,reservations
13535,εμπιστοσύνη,confidence
13504,χωριό,village
13471,φάω,eat
13460,παράδειγμα,example
13454,χάσεις,missing
13451,σταθμό,station
13427,έτοιμο,ready
13420,πιθανότητα,chance
13409,περάστε,come in
13363,tο,the
13359,θυμάστε,remember
13334,φταίει,it's his fault
13308,ποιόν,whom
13305,ολόκληρο,the whole
13296,τόση,so much
13286,αγαπητή,Dear
13242,φοράς,you wear
13240,νά,to
13239,εμπειρία,experience
13238,εργαστήριο,laboratory
13227,στολή,uniform
13224,ψάχνει,is looking for
13216,υπεύθυνος,responsible
13216,ιστορίες,stories
13212,πίστεψέ,believe
13205,χρειαζόταν,needed
13180,ευτυχισμένη,happy
13166,αποκλείεται,no way
13165,περνάει,passes
13154,τοίχο,wall
13139,σόου,show
13131,βρίσκονται,are found
13131,μπεις,gets in
13131,γινόταν,it was done
13098,t,t
13091,έπαθε,did
13089,πραγματική,real
13076,περάσουμε,pass
13070,φώτα,lights
13058,χρυσό,gold
13054,περισσότεροι,more
13029,θείος,uncle
13024,δείχνεις,you show
13017,πρόταση,proposal
13010,σκεφτείς,you think about
12989,ηλίθιο,stupid
12979,πρόσβαση,access
12976,λεωφορείο,bus
12967,πάτερ,father
12965,γλυκέ,glycate
12946,κλείσε,shut down
12935,βάρος,weight
12934,τύποι,types
12925,γυρίσουμε,turn around
12924,έχασες,you lost
12924,apos,APOS
12923,τρύπα,hole
12919,πεθαίνει,is dying
12919,σεβασμό,respect
12917,γεύμα,meal
12912,αλλάξω,change
12904,ζω,live
12903,κλήση,call
12883,ζήσει,live
12845,υπόλοιπα,residues
12836,ζεις,are you alive
12819,δίκη,trial
12807,προτιμώ,I prefer
12802,μπα,Nah
12787,γνωρίζετε,you know
12783,πoυ,wherever
12783,δίκαιο,fair enough
12773,εννοούσα,I meant
12760,διαδικασία,procedure
12754,κυβερνήτη,ruler
12747,μερικούς,some
12743,τω,of
12739,βοήθησέ,help
12733,παραλίγο,almost
12729,πάθει,suffer
12722,φέρνει,brings
12699,βγεις,out
12696,ρίξω,drop
12694,βραδιά,night
12683,πνεύμα,spirit
12667,γκέι,gay
12666,μακ,Mac
12664,υπολογιστή,computer
12663,κρατάς,you hold
12648,βοηθήσουμε,We help
12648,ζήσω,live
12637,πιστεύουν,believe
12628,καπέλο,hat
12612,επεισόδιο,episode
12600,χω,seal
12590,αληθινή,real
12590,σώσει,save
12589,γέφυρα,bridge
12584,αυτη,she
12571,σημαντική,significant
12561,βοηθάει,it helps
12558,άρρωστος,ill
12550,κοριτσάκι,little girl
12538,μεγάλε,large
12524,μίλια,miles
12513,μίλησε,talked
12508,εστιατόριο,restaurant
12501,συνεχώς,constantly
12491,συμπεριφορά,behavior
12465,εργασία,work
12464,σκοτώθηκε,killed
12451,δικούς,own
12447,χα,ha
12436,κατάφερες,you managed
12429,πάτωμα,floor
12428,λουλούδια,flowers
12428,γάμος,Marriage
12427,στοιχείο,element
12425,αίματος,blood
12418,ανησυχείτε,you are worried
12409,πτήση,flight
12407,ειρήνη,Irene
12407,σταμάτησε,stopped
12401,ρολόι,clock
12363,ξύπνα,wake up
12348,αποτέλεσμα,result
12338,χάρι,grace
12336,έμεινε,stayed
12329,βλέπουμε,we see
12313,σκεφτεί,thought
12285,στόχος,target
12273,πήραμε,we took
12243,ηπα,USA
12236,έμαθες,you learned
12230,πίτερ,Peter
12219,μπομπ,bob
12212,φαίνονται,they look
12210,δουλέψει,work
12209,δέντρο,tree
12207,ήθελαν,they wanted
12197,καινούργιο,new
12191,τελειώσω,finish
12190,καθίστε,sit down
12185,δικιά,peria
12185,ζώνη,zone
12160,μερικοί,some
12158,εεε,UAE
12157,φταίω,blame
12148,ζωντανό,alive
12140,μοίρα,fate
12133,σκοτάδι,darkness
12131,γωνία,corner
12122,επέστρεψε,returned
12116,δόντια,teeth
12109,έπιασα,I caught
12097,σπίτια,houses
12088,σκυλί,dog
12068,πηγαίνουμε,We are going
12034,καινούριο,new
12030,πάρ,par
12024,χρώμα,colour
12020,αγαπημένο,favourite
12016,φόρεμα,dress
12014,λεπτομέρειες,details
12011,λεξ,lex
12001,επιπλέον,Furthermore
11978,γίνεσαι,You become
11972,ρώτησα,I asked
11963,δέν,not
11958,συνέντευξη,interview
11958,τζέι,Jay
11941,ταινίες,movies
11912,φτάσουμε,we get
11890,επίπεδο,level
11890,ήσυχο,quiet
11889,περισσότερες,more
11877,παίξουμε,We play
11874,έβαλες,you put
11870,ξερω,I know
11865,μπουκάλι,bottle
11863,έρωτα,love
11863,δολοφονία,murder
11857,κρις,Chris
11847,μπορέσω,I can
11830,dna,DNA
11815,ξεχάσω,forget
11815,μαλάκας,mollusk
11812,χρειαστείς,need
11805,επιτυχία,success
